claim_number,age_of_driver,gender,marital_status,safty_rating,annual_income,high_education_ind,address_change_ind,living_status,zip_code,claim_date,claim_day_of_week,accident_site,past_num_of_claims,witness_present_ind,liab_prct,channel,policy_report_filed_ind,claim_est_payout,age_of_vehicle,vehicle_category,vehicle_price,vehicle_color,vehicle_weight,fraud
28019,42,F,1,72,37376,1,0,Own,15009,6/23/2016,Thursday,Local,0,0,100,Phone,0,3316.548264,5,Compact,22523.03755,blue,31816.20704,1
28021,54,M,1,52,39892,0,1,Own,80007,4/16/2016,Saturday,Highway,0,0,4,Broker,1,4104.166057,4,Large,8983.325326,blue,14585.1096,0
28022,38,M,1,80,36370,1,1,Own,85029,12/22/2016,Thursday,Local,3,0,6,Broker,1,9410.024476,10,Large,48366.52908,gray,6784.514096,0
28025,26,F,1,89,32580,0,0,Rent,20151,9/6/2015,Sunday,Parking Lot,1,0,50,Online,0,2260.908277,6,Medium,32526.54393,silver,7374.244086,0
28026,29,M,1,83,33674,0,0,Rent,15012,1/26/2016,Tuesday,Highway,0,0,4,Online,1,3257.113452,6,Large,24611.2538,white,37791.35267,0
28030,31,F,0,75,34335,1,0,Own,15052,1/29/2015,Thursday,Highway,2,0,23,Broker,1,4354.274645,5,Medium,14829.85198,blue,14499.48834,1
28031,53,F,1,45,39701,1,0,Rent,85070,1/11/2015,Sunday,Parking Lot,1,0,6,Broker,1,6867.672261,4,Compact,37168.68911,gray,6694.128767,0
28032,58,M,0,70,40630,1,0,Rent,80021,8/17/2016,Wednesday,Local,5,0,37,Phone,0,7084.773402,4,Compact,14073.28108,white,48538.95543,0
28033,33,F,1,65,34962,0,0,Own,80012,5/8/2015,Friday,Parking Lot,0,0,58,Phone,0,8046.597679,5,Large,15393.77882,gray,44240.15549,0
28035,32,F,0,90,34650,1,0,Own,50023,5/25/2015,Monday,Parking Lot,0,0,93,Broker,0,1078.46698,5,Medium,55889.13495,black,12075.42588,0
28037,27,M,1,72,32941,1,1,Rent,80022,1/13/2015,Tuesday,Parking Lot,1,0,1,Online,1,6713.02481,6,Medium,7641.669607,black,11981.02676,0
28038,37,F,1,56,36126,1,1,Rent,85007,1/23/2015,Friday,Parking Lot,0,0,38,Broker,1,8356.476363,10,Large,36329.77142,blue,43439.49814,0
28039,56,F,1,88,40255,1,1,Own,50033,9/25/2016,Sunday,Local,1,0,1,Broker,1,4407.604937,7,Large,20261.21414,black,18854.33559,0
28041,34,M,1,60,35251,1,0,Own,50033,4/7/2015,Tuesday,Local,0,0,36,Online,0,5630.211751,7,Medium,6948.773413,black,47162.33129,0
28043,43,F,1,73,37593,0,0,Rent,50009,5/20/2015,Wednesday,Local,1,0,69,Broker,1,4793.775425,2,Compact,13650.6355,white,24806.6895,0
28044,45,F,0,80,38059,1,0,Own,80030,7/20/2015,Monday,Highway,0,1,97,Phone,0,4099.145657,8,Compact,33912.73557,other,12877.60766,0
28045,45,M,1,75,38063,1,0,Rent,85083,6/15/2016,Wednesday,Parking Lot,1,1,0,Phone,0,4168.365487,8,Compact,49259.62557,white,19623.05845,0
28046,37,F,0,50,36116,1,1,Own,85064,3/30/2016,Wednesday,Local,0,0,92,Broker,0,3392.218279,3,Large,19496.05837,gray,21314.92366,0
28049,50,M,1,63,39112,1,1,Rent,15033,5/24/2015,Sunday,Local,0,0,75,Broker,0,5120.195603,6,Large,27346.53737,white,17353.42658,0
28050,47,F,1,89,38485,1,1,Rent,20163,7/25/2016,Monday,Parking Lot,0,0,21,Broker,0,4214.22876,5,Medium,12107.10929,blue,18626.544,0
28051,44,F,1,79,37854,1,0,Own,20104,11/2/2015,Monday,Local,0,0,32,Broker,0,5801.663313,3,Large,26347.48842,red,29617.59197,1
28052,74,M,1,70,43054,1,1,Own,20104,9/24/2016,Saturday,Parking Lot,0,0,88,Broker,1,6871.770596,4,Large,21074.94251,blue,27511.68918,0
28053,48,M,1,54,38720,1,1,Own,15012,10/31/2016,Monday,Parking Lot,0,0,73,Broker,0,3687.234475,8,Large,16523.2089,blue,9279.277683,0
28054,65,M,1,61,41744,1,1,Own,85027,9/23/2015,Wednesday,Local,0,1,11,Broker,1,3959.649352,4,Compact,28642.39995,red,17909.81047,0
28055,37,F,0,72,36119,1,0,Rent,85034,3/4/2016,Friday,Local,0,1,93,Phone,1,3469.920299,3,Compact,18455.18174,white,14432.48333,0
28056,41,M,0,75,37145,1,1,Rent,50001,3/4/2015,Wednesday,Local,0,0,68,Broker,0,1832.217155,6,Compact,32250.25207,white,8131.444917,0
28057,36,M,1,86,35851,0,0,Rent,85036,11/13/2015,Friday,Parking Lot,1,0,31,Broker,1,5755.459697,7,Medium,12582.27776,white,38375.05247,1
28059,48,M,1,58,38713,0,1,Own,80105,8/4/2015,Tuesday,Local,0,0,90,Broker,1,6886.22288,2,Large,17164.53291,blue,29153.5288,0
28060,45,M,0,3,38066,1,0,Own,15026,3/21/2015,Saturday,Highway,0,1,4,Broker,1,7933.517469,7,Medium,19902.38433,black,31590.42896,0
28063,35,M,0,89,35541,1,0,Own,15001,2/17/2015,Tuesday,Parking Lot,0,0,100,Broker,1,3249.751869,5,Medium,28600.93592,black,26547.38544,0
28064,58,F,1,84,40612,1,1,Own,20156,5/24/2015,Sunday,Highway,2,0,73,Broker,1,7489.900777,2,Medium,16599.03901,silver,22986.53041,0
28065,36,M,0,73,35840,1,1,Rent,15055,10/18/2015,Sunday,Highway,0,0,15,Phone,0,6997.124915,4,Medium,36309.79645,white,5254.207607,0
28069,51,F,1,41,39329,0,1,Own,85082,3/16/2016,Wednesday,Highway,0,0,72,Broker,1,3720.328093,6,Compact,29042.4051,blue,51934.72772,0
28070,50,M,0,86,39135,1,1,Own,85043,5/22/2015,Friday,Local,0,0,37,Phone,0,1656.006337,6,Compact,50090.38296,other,41556.72692,0
28071,57,M,0,96,40438,1,1,Rent,15009,1/6/2015,Tuesday,Highway,0,1,80,Phone,1,5061.692086,4,Compact,7453.996472,blue,9690.92816,1
28072,42,M,0,77,37386,1,1,Own,20111,11/12/2016,Saturday,Parking Lot,0,0,52,Online,1,3756.265152,5,Large,10334.4776,other,9218.589596,0
28073,29,M,1,80,33666,1,0,Own,15054,2/8/2016,Monday,Parking Lot,1,0,10,Online,0,3820.445684,7,Compact,35068.38331,black,10869.56126,0
28074,40,M,1,72,36875,1,0,Rent,15006,1/9/2016,Saturday,Highway,0,1,16,Phone,1,3435.357009,6,Compact,8904.338638,gray,4228.886798,0
28083,34,M,0,56,35275,1,1,Own,20165,9/21/2016,Wednesday,Local,0,1,0,Broker,1,6850.924165,3,Large,9997.150572,black,16141.55351,0
28085,66,M,0,88,41898,1,0,Rent,85027,3/19/2015,Thursday,Local,0,0,29,Broker,0,4902.155895,2,Large,11234.96659,black,24390.19535,0
28086,24,M,1,82,31785,1,1,Rent,15051,6/8/2016,Wednesday,Highway,0,1,97,Online,1,1739.463092,6,Large,12403.71701,white,5838.041044,0
28087,34,F,1,45,35258,1,0,Own,20144,12/4/2016,Sunday,Highway,1,0,4,Phone,0,5205.722658,2,Large,17379.0877,other,23736.15551,0
28088,58,M,1,72,40598,0,0,Own,50012,3/31/2016,Thursday,Highway,0,0,18,Broker,1,2120.940839,4,Large,37309.48806,blue,8081.918199,0
28089,45,M,0,94,38073,1,1,Own,80047,5/3/2015,Sunday,Local,0,0,21,Broker,0,3326.849618,1,Large,12296.96327,silver,3459.355425,0
28091,51,F,0,52,39305,1,0,Own,85007,12/17/2016,Saturday,Parking Lot,0,0,71,Broker,1,2924.859622,2,Large,8615.220363,white,9716.941089,0
28092,28,F,1,79,33327,1,0,Rent,85078,11/17/2015,Tuesday,Parking Lot,1,0,70,Online,1,3607.652295,4,Medium,17648.74094,white,33053.84018,0
28093,35,F,1,73,35560,1,0,Rent,15004,8/19/2016,Friday,Parking Lot,0,0,97,Broker,0,4454.130275,2,Compact,31560.59173,black,11745.24682,0
28094,48,F,1,76,38717,1,1,Rent,50048,9/23/2015,Wednesday,Local,0,0,12,Broker,1,8058.004518,3,Compact,32608.63238,black,21222.75658,1
28095,42,F,0,92,37384,0,1,Rent,80037,6/17/2016,Friday,Local,0,0,23,Broker,0,4399.541332,7,Medium,31726.1458,red,39188.39099,1
28097,32,F,1,75,34644,0,1,Own,15031,6/17/2016,Friday,Local,2,1,42,Broker,1,2173.611674,8,Large,39296.38351,white,30808.68125,0
28099,35,F,1,79,35563,1,1,Own,85082,1/15/2016,Friday,Highway,0,0,79,Phone,1,4737.956474,7,Large,35823.99107,silver,21638.04917,0
28102,56,F,0,50,40245,1,0,Rent,20102,9/22/2015,Tuesday,Highway,0,0,88,Phone,1,5821.956798,4,Large,43161.23225,red,18522.09108,0
28103,32,M,1,89,34648,1,0,Own,80040,1/29/2015,Thursday,Parking Lot,0,0,99,Phone,1,4746.396167,4,Compact,16784.11524,red,9830.672392,0
28104,42,M,1,68,37356,1,1,Own,85002,12/14/2015,Monday,Parking Lot,0,0,40,Broker,1,6432.105764,5,Medium,17049.50378,white,25002.65659,0
28105,37,M,1,77,36102,1,0,Rent,20164,5/2/2016,Monday,Local,1,1,24,Broker,0,5169.945334,6,Large,23429.2607,blue,9886.504937,0
28106,39,M,1,90,36632,1,1,Rent,85066,9/13/2015,Sunday,Local,0,0,81,Broker,0,1916.24537,6,Large,17224.97969,other,7820.979609,0
28107,29,F,0,87,33668,1,0,Own,15054,8/19/2015,Wednesday,Local,1,0,99,Online,1,7363.002652,3,Large,20026.98395,red,15077.74882,0
28108,52,F,1,88,39516,1,1,Own,80042,7/8/2016,Friday,Local,0,1,20,Phone,1,2416.591444,5,Large,65771.00427,black,23249.09212,0
28109,36,F,0,71,35837,1,0,Own,15033,3/28/2015,Saturday,Parking Lot,1,0,95,Phone,1,2708.23186,3,Compact,57928.88183,white,10715.25392,0
28110,59,M,1,62,40770,0,0,Own,20165,4/5/2015,Sunday,Local,0,0,19,Broker,0,5065.78809,9,Compact,24038.22563,other,3202.796451,0
28111,41,F,1,84,37131,0,1,Own,15045,2/13/2015,Friday,Highway,0,1,50,Broker,0,3752.975536,6,Compact,25680.49445,blue,21731.99789,0
28112,44,F,1,77,37841,1,0,Rent,15047,11/29/2016,Tuesday,Local,1,0,1,Broker,1,4571.802679,4,Large,56511.05529,black,19400.12181,0
28113,35,M,0,75,35547,1,1,Own,85037,7/24/2015,Friday,Parking Lot,2,0,91,Broker,1,5309.792474,2,Medium,53665.74809,white,27400.35113,0
28114,30,F,1,73,34006,1,1,Rent,20110,11/18/2015,Wednesday,Highway,0,0,50,Broker,1,7750.762226,8,Medium,22844.62345,red,34570.52484,0
28115,42,M,1,50,37372,0,0,Rent,20117,7/19/2016,Tuesday,Local,1,1,89,Broker,1,7608.124682,3,Large,7262.822934,gray,19421.91724,1
28116,58,M,0,71,40603,1,1,Own,50028,12/6/2016,Tuesday,Parking Lot,0,0,15,Broker,0,3526.182588,7,Medium,13069.08939,blue,21413.23468,0
28117,46,M,1,66,38301,1,1,Own,50028,3/30/2015,Monday,Local,0,1,83,Broker,0,5713.479592,2,Medium,15606.80307,white,45904.39834,0
28121,46,M,1,88,38282,1,0,Rent,15051,8/14/2016,Sunday,Parking Lot,0,0,88,Broker,1,10931.22978,4,Large,23752.69082,black,11172.63253,1
28123,50,M,1,95,39137,1,1,Own,15028,12/9/2016,Friday,Parking Lot,0,1,10,Broker,1,5684.713181,6,Medium,9721.185001,silver,41224.72683,0
28125,37,M,0,87,36105,1,1,Own,50029,3/20/2016,Sunday,Parking Lot,1,0,29,Broker,0,4700.508225,7,Large,11735.88482,silver,24885.40578,0
28126,47,F,1,61,38494,0,0,Rent,85080,2/3/2015,Tuesday,Local,0,0,64,Broker,0,6150.790507,4,Medium,18865.40037,gray,46685.13759,0
28127,53,F,1,84,39698,0,0,Rent,80016,11/15/2015,Sunday,Highway,4,0,100,Broker,1,3576.886331,9,Compact,31889.52133,red,18253.91737,0
28128,61,F,0,95,41113,1,0,Own,20101,10/4/2016,Tuesday,Parking Lot,0,0,3,Phone,0,8847.713293,5,Medium,25014.79041,other,18612.61718,0
28130,64,F,1,78,41568,0,1,Rent,50028,5/24/2015,Sunday,Local,1,1,83,Broker,1,2349.441759,11,Medium,21873.19951,black,30104.23576,1
28132,30,M,1,79,34003,0,0,Own,80030,12/21/2016,Wednesday,Highway,0,1,52,Broker,0,10591.59301,3,Large,46797.27102,other,25378.32847,1
28133,53,F,1,64,39700,1,1,Own,85064,10/1/2016,Saturday,Parking Lot,0,0,2,Broker,1,8583.687333,5,Medium,17668.17857,blue,22135.87509,0
28135,46,F,1,76,38275,1,0,Rent,85025,11/14/2015,Saturday,Local,0,0,0,Phone,0,6131.346282,3,Large,17835.66051,other,25077.74215,0
28136,62,F,1,51,41271,0,1,Rent,80047,2/9/2016,Tuesday,Local,1,1,52,Phone,0,3626.008278,5,Large,32008.9407,blue,38229.78066,0
28138,48,F,1,85,38718,0,1,Own,85008,9/24/2015,Thursday,Local,0,0,49,Broker,1,5881.810057,3,Medium,13472.68676,black,18444.70869,0
28139,38,M,1,72,36372,1,0,Rent,15012,6/13/2015,Saturday,Local,0,0,5,Broker,0,4338.926971,4,Medium,20854.68919,gray,20663.76249,0
28140,43,M,0,26,37611,1,0,Rent,20147,12/15/2015,Tuesday,Local,1,0,2,Broker,1,7219.574,7,Compact,29179.49359,white,14783.42544,1
28141,43,M,1,81,37615,1,0,Own,15004,4/12/2015,Sunday,Parking Lot,0,0,0,Broker,1,4879.037397,6,Medium,15078.74303,silver,39123.23756,0
28142,58,F,1,73,40608,0,1,Own,15010,11/14/2015,Saturday,Parking Lot,0,1,37,Broker,1,7280.060897,4,Compact,37061.55311,other,7661.673301,0
28144,28,F,1,76,33328,1,1,Own,20163,9/3/2015,Thursday,Parking Lot,0,0,11,Online,0,3782.883938,2,Medium,22034.37183,blue,27295.51496,0
28147,47,F,1,52,38506,1,1,Own,50012,4/28/2015,Tuesday,Local,0,0,30,Broker,0,6408.127548,5,Medium,11062.82094,black,9596.230385,1
28150,46,F,1,91,38290,1,1,Own,15001,4/6/2016,Wednesday,Highway,1,0,97,Phone,1,6929.311244,1,Large,12948.3368,other,45042.25148,0
28152,48,F,1,75,38722,1,1,Rent,50046,8/4/2015,Tuesday,Highway,0,0,98,Broker,1,5302.411808,3,Large,21805.58106,black,6203.566402,0
28153,31,F,1,80,34345,1,1,Rent,20111,10/30/2016,Sunday,Local,1,0,97,Broker,0,3992.379363,4,Medium,30853.61203,black,4432.764055,0
28156,55,M,1,88,40066,1,0,Own,85029,6/26/2015,Friday,Parking Lot,0,0,76,Broker,0,7371.758986,10,Medium,19247.21424,other,18696.31791,0
28157,34,F,1,80,35277,1,0,Rent,80036,10/16/2016,Sunday,Highway,0,1,29,Broker,1,9035.162094,4,Large,10760.81599,red,21652.33659,1
28158,46,F,1,60,38284,1,0,Rent,80110,6/26/2016,Sunday,Highway,2,0,63,Broker,1,4254.426727,2,Compact,28547.20995,red,38447.22744,1
28159,42,F,1,91,37362,1,1,Own,85030,12/9/2015,Wednesday,Highway,2,0,98,Phone,1,5005.348749,3,Compact,32687.69404,black,24180.90854,0
28160,34,F,1,95,35250,1,0,Rent,20135,5/2/2015,Saturday,Parking Lot,0,0,9,Broker,1,7056.794646,7,Medium,13100.05012,red,18250.20286,0
28161,53,F,1,53,39707,1,1,Own,15014,7/19/2015,Sunday,Local,2,1,77,Phone,0,7216.979181,4,Medium,24484.1881,blue,12033.93786,0
28163,37,F,0,62,36117,1,1,Own,80002,12/2/2015,Wednesday,Local,0,0,93,Phone,0,1201.877861,5,Large,30121.30273,gray,19039.3881,0
28164,65,M,1,83,41735,1,1,Rent,85074,3/14/2016,Monday,Parking Lot,0,1,68,Broker,1,8248.055325,9,Large,22729.70667,blue,34812.18448,0
28165,57,F,1,70,40435,1,1,Own,50005,9/20/2015,Sunday,Local,1,0,98,Phone,0,3648.667058,5,Compact,18514.86634,white,18575.10679,0
28167,37,F,1,74,36119,1,1,Rent,20165,5/2/2015,Saturday,Highway,0,0,56,Broker,1,4712.23236,4,Medium,38797.65909,white,44003.21688,0
28169,42,F,1,89,37369,1,1,Rent,20159,12/28/2016,Wednesday,Local,1,0,88,Phone,0,3342.882388,4,Large,32379.6849,white,40345.27472,1
28170,54,M,0,26,39888,1,0,Own,85007,4/10/2015,Friday,Local,0,0,32,Broker,0,7024.986939,5,Medium,30129.86729,gray,15921.63786,0
28172,36,M,1,96,35828,1,0,Own,80107,11/20/2016,Sunday,Local,1,0,70,Phone,1,3649.559069,11,Large,13885.11879,other,21608.80187,0
28173,41,F,0,85,37125,1,1,Own,15012,8/25/2016,Thursday,Parking Lot,0,0,28,Broker,1,11038.19293,2,Medium,7118.554576,other,19220.06655,0
28174,43,F,1,78,37595,1,0,Own,50047,7/27/2015,Monday,Highway,0,0,43,Broker,0,4572.007766,5,Compact,11280.86297,blue,14559.54872,0
28176,34,F,1,90,35261,1,0,Own,20148,3/20/2016,Sunday,Highway,1,1,56,Phone,0,6652.050248,2,Compact,16351.70824,white,10776.43844,0
28177,31,F,0,91,34343,1,0,Own,80022,6/24/2015,Wednesday,Local,1,0,2,Phone,0,8415.770011,7,Compact,25512.58682,blue,10607.57099,0
28179,56,M,1,77,40257,1,0,Own,15043,1/25/2015,Sunday,Local,2,0,53,Broker,1,5678.248171,5,Large,12161.09916,silver,26874.02128,0
28182,38,M,1,95,36370,1,1,Own,85071,11/11/2016,Friday,Parking Lot,0,0,2,Broker,1,8094.567132,3,Compact,20481.73295,other,44233.66187,0
28183,58,M,0,74,40606,1,0,Own,15037,5/2/2016,Monday,Highway,3,1,12,Broker,1,8906.234633,5,Large,16423.57008,silver,26542.80452,0
28184,34,F,0,74,35257,1,1,Rent,15051,6/25/2016,Saturday,Parking Lot,0,0,87,Broker,0,7659.216466,10,Compact,27361.52788,blue,5224.251915,0
28186,35,M,0,31,35553,0,1,Rent,15003,1/26/2015,Monday,Highway,1,0,0,Broker,1,6973.516118,3,Compact,5822.316934,white,15101.35533,1
28187,38,M,1,82,36360,0,0,Own,85074,1/13/2015,Tuesday,Highway,0,0,62,Broker,0,5526.033957,6,Medium,20209.79921,blue,18724.84683,0
28188,52,M,0,86,39514,1,1,Own,15031,12/7/2016,Wednesday,Parking Lot,1,0,3,Phone,1,4400.267559,2,Compact,16598.55705,gray,17338.56554,0
28193,35,F,1,68,35532,1,1,Own,15004,6/2/2015,Tuesday,Local,1,1,88,Phone,0,5474.538221,4,Large,21539.1298,black,33551.88634,1
28195,22,M,0,14,30884,1,1,Rent,50021,3/17/2016,Thursday,Parking Lot,0,0,87,Online,1,5660.544052,7,Compact,30660.39594,other,15253.74607,1
28196,45,F,1,80,38093,1,1,Own,85020,6/1/2016,Wednesday,Highway,0,1,61,Broker,1,2781.330813,6,Large,11470.59744,silver,16813.23382,1
28199,49,M,0,79,38924,1,0,Rent,50055,12/16/2016,Friday,Local,0,1,9,Broker,1,6135.3539,9,Compact,32132.33463,white,15458.63217,0
28200,38,F,1,61,36371,1,1,Rent,15043,8/8/2015,Saturday,Parking Lot,1,0,17,Phone,0,9317.146239,7,Large,28961.90724,other,15628.05245,0
28201,35,F,1,65,35551,1,1,Own,50009,3/30/2016,Wednesday,Parking Lot,0,0,99,Broker,0,6056.496174,4,Medium,26740.9253,gray,34649.60396,0
28204,26,M,0,87,32585,1,1,Own,15043,9/21/2016,Wednesday,Local,1,0,97,Broker,0,5338.29924,3,Medium,24263.13107,gray,23975.5441,0
28206,38,M,0,88,36373,1,1,Rent,15046,12/3/2016,Saturday,Parking Lot,0,0,64,Broker,1,4806.725333,3,Medium,25886.00709,red,39815.59812,0
28207,43,F,1,81,37603,0,1,Own,20137,5/1/2016,Sunday,Local,2,0,81,Broker,1,6704.448092,4,Medium,33299.11032,silver,23626.03095,0
28209,40,M,1,90,36880,1,0,Rent,85041,2/23/2015,Monday,Parking Lot,0,0,5,Broker,0,5376.742753,5,Compact,44358.86969,blue,23354.44043,0
28210,42,F,1,82,37380,0,1,Own,80006,9/29/2016,Thursday,Parking Lot,0,1,0,Broker,1,5406.00946,9,Large,31777.46197,red,6618.719593,0
28211,53,M,1,82,39694,1,1,Rent,15001,6/25/2016,Saturday,Highway,0,0,50,Phone,1,8272.027293,5,Compact,37503.74501,silver,18199.03121,0
28213,41,M,1,83,37136,1,0,Own,20152,5/26/2015,Tuesday,Parking Lot,0,0,94,Broker,1,4491.605197,4,Compact,15943.33073,black,42569.97641,0
28214,51,M,1,55,39319,0,1,Rent,85020,6/30/2015,Tuesday,Local,1,0,3,Phone,1,3437.292338,7,Compact,19436.13087,silver,32242.44939,0
28219,44,M,1,75,37835,0,1,Rent,50005,5/12/2015,Tuesday,Highway,0,0,30,Broker,1,3106.751252,3,Medium,13368.95164,silver,28637.69305,0
28222,62,M,1,87,41286,1,0,Own,85077,9/12/2015,Saturday,Highway,0,0,99,Broker,1,6413.88525,4,Compact,14408.27841,red,13949.22827,0
28224,45,F,1,41,38083,0,1,Own,20148,6/4/2015,Thursday,Local,0,0,5,Broker,0,5978.95503,7,Large,14798.35531,black,29408.90171,0
28225,61,F,0,64,41102,1,0,Rent,85043,12/4/2015,Friday,Highway,0,1,44,Online,0,7496.388435,4,Medium,25489.5147,gray,13860.98788,0
28226,45,M,1,88,38079,1,1,Own,80010,2/7/2016,Sunday,Local,0,0,0,Broker,1,2762.643574,3,Compact,42118.00969,silver,20882.16346,0
28227,31,M,1,82,34360,1,1,Own,50025,5/22/2016,Sunday,Parking Lot,0,0,94,Broker,0,3618.12407,4,Medium,26492.10925,white,13902.75838,0
28228,34,M,0,64,35279,1,1,Rent,15012,8/18/2016,Thursday,Parking Lot,0,0,62,Broker,0,4427.048904,9,Large,12015.37944,other,13924.50217,0
28229,42,M,1,83,37386,1,0,Rent,85074,2/4/2016,Thursday,Parking Lot,0,1,65,Broker,0,6367.19435,4,Medium,32356.51188,other,38651.85262,0
28232,61,M,0,77,41110,1,0,Rent,15021,8/29/2016,Monday,Highway,0,0,9,Phone,1,5962.099445,4,Medium,33367.83663,other,12502.2275,0
28235,32,M,1,69,34668,0,1,Own,15012,1/9/2016,Saturday,Local,0,0,76,Phone,0,4903.127673,2,Large,18524.85697,white,13309.89541,0
28236,53,M,1,88,39693,1,1,Own,80011,3/30/2015,Monday,Local,0,0,98,Phone,0,8740.052642,4,Compact,41710.88741,blue,17955.15309,0
28237,33,M,1,87,34966,1,1,Own,15045,7/24/2015,Friday,Parking Lot,0,0,67,Broker,0,6338.71792,6,Medium,16010.91375,red,19273.42358,0
28239,47,M,0,44,38512,1,0,Own,80042,3/8/2015,Sunday,Local,0,1,88,Phone,1,4989.122652,5,Compact,20078.4561,gray,62859.62139,0
28240,58,M,1,86,40608,1,1,Own,80031,2/20/2015,Friday,Highway,0,0,83,Broker,0,2382.742804,5,Medium,21080.52337,silver,46749.02749,0
28241,30,F,0,86,34000,1,1,Rent,50054,5/22/2015,Friday,Local,0,0,66,Online,1,3540.244438,9,Compact,6922.605161,red,11350.07426,1
28246,40,F,1,94,36883,0,1,Own,80021,2/20/2016,Saturday,Highway,1,0,9,Broker,0,7688.974038,8,Compact,16580.69543,gray,24486.57751,0
28250,23,M,0,84,31352,0,1,Rent,50044,4/9/2015,Thursday,Parking Lot,0,0,25,Online,0,4968.88252,6,Medium,12564.52208,gray,18910.9333,0
28251,36,F,1,49,35838,1,1,Own,15052,2/4/2016,Thursday,Local,0,0,43,Broker,0,3510.704133,3,Medium,29525.90785,black,14971.5325,0
28252,42,M,1,52,37366,1,1,Rent,15025,12/16/2015,Wednesday,Parking Lot,0,0,0,Broker,1,5591.216142,3,Compact,46830.54855,other,64566.78847,0
28253,23,F,1,39,31336,0,1,Rent,20110,8/17/2016,Wednesday,Local,0,0,50,Online,0,2807.927406,8,Large,45762.31726,other,12905.93883,0
28257,33,F,0,88,34971,1,0,Own,15060,6/27/2016,Monday,Parking Lot,0,0,88,Broker,0,4794.376055,6,Medium,32417.20022,white,39972.958,0
28258,36,M,1,89,35842,0,1,Own,80014,5/24/2016,Tuesday,Local,0,0,100,Phone,1,3989.243103,7,Large,26758.10825,other,24387.66576,0
28259,44,F,0,78,37832,0,1,Rent,15055,2/2/2015,Monday,Parking Lot,0,0,17,Broker,1,2372.453546,3,Compact,18497.35379,other,24767.95589,0
28260,41,M,1,72,37116,1,1,Rent,85053,5/11/2015,Monday,Highway,0,0,24,Phone,0,6516.59891,3,Compact,7627.082735,red,22236.92045,0
28261,40,F,1,66,36872,1,0,Own,85062,2/2/2016,Tuesday,Local,0,0,39,Broker,1,5238.056439,2,Compact,51400.39034,blue,23897.01469,1
28262,45,F,1,81,38079,0,0,Rent,15001,3/3/2016,Thursday,Parking Lot,0,0,92,Broker,1,7442.847899,3,Large,11083.34121,black,37254.69808,0
28263,36,F,1,85,35831,0,1,Own,15012,10/31/2016,Monday,Highway,0,0,48,Broker,0,9977.027316,5,Medium,14431.67547,silver,15568.64818,0
28264,35,M,0,49,35542,0,0,Rent,85060,2/21/2016,Sunday,Highway,0,0,57,Phone,1,1999.785529,3,Large,7264.798848,blue,10588.63319,1
28265,40,M,1,90,36911,0,0,Own,50012,8/18/2015,Tuesday,Local,0,0,0,Broker,0,6013.423653,4,Medium,38449.11025,red,21087.95005,0
28268,50,M,1,91,39117,1,1,Rent,50002,1/11/2016,Monday,Local,0,1,55,Broker,1,4362.424663,4,Compact,26130.67944,red,26397.39943,0
28271,50,M,1,68,39125,1,1,Rent,50050,2/7/2016,Sunday,Local,0,0,42,Broker,0,3324.640019,9,Medium,10390.04902,white,8045.389298,0
28272,33,M,0,95,34986,1,0,Rent,80045,5/6/2015,Wednesday,Highway,0,0,1,Phone,1,4049.211923,5,Large,35652.15973,black,34891.65407,0
28273,38,F,1,84,36380,0,1,Own,20110,8/3/2016,Wednesday,Local,1,0,47,Broker,0,3319.44992,6,Compact,45972.08809,white,19732.07948,0
28275,32,M,1,75,34650,0,1,Own,85012,7/23/2015,Thursday,Local,0,0,28,Phone,1,4499.800743,5,Large,9110.426888,other,8844.175875,0
28276,39,F,0,80,36629,1,0,Rent,15010,10/9/2016,Sunday,Parking Lot,0,0,2,Broker,1,3542.280905,7,Compact,10676.63212,black,19995.69519,0
28277,35,M,0,71,35551,0,1,Own,20146,11/1/2016,Tuesday,Parking Lot,0,0,0,Broker,1,2373.311724,3,Compact,36000.47677,red,11483.97146,0
28278,38,F,0,46,36382,1,1,Own,80026,4/22/2015,Wednesday,Local,0,0,9,Phone,1,7350.834048,7,Medium,17331.734,white,29605.78736,1
28282,24,F,1,55,31782,1,1,Rent,85022,2/2/2016,Tuesday,Local,0,NA,2,Online,0,4623.653412,3,Large,34533.73439,red,21269.35185,0
28285,53,M,0,56,39702,0,1,Own,20119,10/9/2015,Friday,Local,0,1,45,Broker,0,3728.200313,5,Large,31183.07727,red,8064.326439,0
28286,24,F,1,89,31779,1,1,Rent,80022,10/7/2016,Friday,Parking Lot,2,0,50,Online,1,2464.350473,2,Medium,11922.77334,other,18579.43703,1
28288,54,M,0,40,39890,1,1,Own,85012,6/30/2016,Thursday,Parking Lot,0,1,88,Phone,0,7176.768537,5,Large,18346.90132,other,28761.3014,0
28289,34,F,1,70,35262,1,0,Own,20130,1/2/2015,Friday,Local,0,0,50,Broker,0,3228.468144,9,Medium,18896.00063,gray,9617.269238,1
28290,42,F,0,90,37371,1,1,Rent,80105,8/26/2016,Friday,Local,0,1,4,Broker,0,10725.89983,13,Compact,21649.63142,red,14037.44158,0
28293,52,F,0,82,39505,1,1,Rent,80002,7/8/2015,Wednesday,Parking Lot,0,0,15,Broker,0,6358.126662,6,Medium,13492.65943,white,10101.04985,0
